Lat,Lon
-41.12,144.769
-41.164,144.729
-41.206,144.686
-41.248,144.642
-41.278,144.608
-41.292,144.598
-41.291,144.616
-41.286,144.649
-41.28,144.681
-41.275,144.714
-41.266,144.747
-41.253,144.779
-41.238,144.808
-41.219,144.835
-41.2,144.86
-41.179,144.885
-41.158,144.907
-41.133,144.924
-41.101,144.934
-41.066,144.942
-41.032,144.949
-40.997,144.956
-40.949,144.98
-40.881,145.037
-40.798,145.138
-40.72,145.263
-40.652,145.392
-40.593,145.524
-40.554,145.645
-40.535,145.734
-40.525,145.796
-40.514,145.844
-40.503,145.892
-40.492,145.94
-40.485,145.978
-40.48,146.003
-40.474,146.017
-40.466,146.026
-40.458,146.034
-40.45,146.042
-40.439,146.046
-40.42,146.038
-40.398,146.016
-40.373,145.986
-40.349,145.953
-40.324,145.919
-40.31,145.83
-40.313,145.642
-40.337,145.358
-40.376,145.016
-40.433,144.657
-40.512,144.284
-40.605,143.959
-40.697,143.769
-40.774,143.715
-40.845,143.726
-40.92,143.737
-40.998,143.748
-41.068,143.766
-41.125,143.8
-41.168,143.849
-41.202,143.903
-41.237,143.957
-41.272,144.012
-41.298,144.078
-41.308,144.157
-41.3,144.244
-41.285,144.331
-41.273,144.417
-41.264,144.502
-41.257,144.578
-41.252,144.641
-41.249,144.694
-41.246,144.743
-41.243,144.792
-41.241,144.842
-41.221,144.889
-41.164,144.927
-41.067,144.957
-40.949,144.986
-40.832,145.019
-40.717,145.058
-40.616,145.095
-40.546,145.124
-40.509,145.142
-40.489,145.157
-40.47,145.173
-40.452,145.19
-40.438,145.22
-40.433,145.265
-40.433,145.322
-40.434,145.38
-40.437,145.437
-40.44,145.493
-40.451,145.533
-40.476,145.542
-40.515,145.525
-40.561,145.497
-40.604,145.474
-40.644,145.456
-40.676,145.43
-40.697,145.384
-40.708,145.322
-40.712,145.255
-40.717,145.188
-40.72,145.121
-40.724,145.04
-40.732,144.933
-40.747,144.803
-40.773,144.667
-40.807,144.537
-40.849,144.413
-40.895,144.321
-40.932,144.286
-40.954,144.307
-40.968,144.355
-40.983,144.404
-40.999,144.453
-41.012,144.487
-41.019,144.488
-41.021,144.456
-41.02,144.406
-41.021,144.355
-41.023,144.304
-41.028,144.263
-41.037,144.246
-41.048,144.253
-41.059,144.272
-41.071,144.291
-41.083,144.309
-41.094,144.323
-41.106,144.331
-41.121,144.334
-41.14,144.335
-41.159,144.336
-41.178,144.337
-41.193,144.347
-41.202,144.375
-41.203,144.422
-41.2,144.477
-41.198,144.533
-41.198,144.588
-41.196,144.635
-41.19,144.661
-41.177,144.666
-41.16,144.659
-41.144,144.651
-41.129,144.645
-41.109,144.64
-41.08,144.639
-41.045,144.644
-41.006,144.651
-40.966,144.659
-40.927,144.668
-40.899,144.668
-40.894,144.649
-40.907,144.612
-40.928,144.567
-40.948,144.522
-40.968,144.477
-40.991,144.438
-41.021,144.413
-41.061,144.399
-41.105,144.392
-41.148,144.386
-41.192,144.378
-41.231,144.373
-41.263,144.375
-41.292,144.387
-41.323,144.407
-41.354,144.426
-41.386,144.447
-41.411,144.474
-41.428,144.511
-41.436,144.558
-41.44,144.608
-41.443,144.658
-41.445,144.708
-41.451,144.758
-41.462,144.804
-41.478,144.842
-41.494,144.876
-41.508,144.91
-41.522,144.944
-41.51,144.984
-41.457,145.045
-41.371,145.14
-41.28,145.262
-41.198,145.389
-41.127,145.526
-41.077,145.653
-41.046,145.738
-41.018,145.777
-40.988,145.797
-40.96,145.818
-40.934,145.841
-40.912,145.853
-40.893,145.855
-40.875,145.854
-40.855,145.854
-40.836,145.854
-40.818,145.854
-40.8,145.853
-40.779,145.852
-40.753,145.853
-40.722,145.857
-40.691,145.861
-40.661,145.867
-40.632,145.883
-40.607,145.911
-40.591,145.943
-40.581,145.977
-40.572,146.011
-40.562,146.043
-40.555,146.067
-40.553,146.084
-40.553,146.099
-40.553,146.114
-40.553,146.128
-40.553,146.143
-40.546,146.151
-40.53,146.146
-40.504,146.125
-40.474,146.099
-40.445,146.073
-40.415,146.048
-40.389,146.026
-40.37,146.01
-40.357,146.003
-40.349,146.003
-40.341,146.003
-40.332,146.004
-40.323,146.013
-40.31,146.035
-40.294,146.067
-40.276,146.104
-40.258,146.139
-40.239,146.174
-40.22,146.196
-40.2,146.189
-40.179,146.158
-40.157,146.111
-40.136,146.063
-40.114,146.015
-40.093,145.958
-40.074,145.891
-40.055,145.818
-40.036,145.744
-40.015,145.669
-39.993,145.592
-39.974,145.52
-39.96,145.47
-39.957,145.442
-39.96,145.426
-39.963,145.409
-39.966,145.393
-39.97,145.371
-39.966,145.338
-39.948,145.282
-39.92,145.216
-39.896,145.147
-39.878,145.076
-39.874,145.002
-39.906,144.915
-39.973,144.817
-40.052,144.718
-40.128,144.63
-40.202,144.555
-40.317,144.514
-40.516,144.518
-40.795,144.544
-41.121,144.521
-41.467,144.449
-41.801,144.403
-42.041,144.364
-42.122,144.298
-42.087,144.187
-42.021,144.046
-41.956,143.896
-41.894,143.744
-41.838,143.628
-41.803,143.584
-41.778,143.604
-41.756,143.65
-41.73,143.697
-41.703,143.744
-41.683,143.789
-41.682,143.829
-41.701,143.866
-41.73,143.903
-41.759,143.938
-41.788,143.974
-41.802,144.025
-41.791,144.104
-41.753,144.214
-41.7,144.339
-41.651,144.459
-41.605,144.576
-41.566,144.669
-41.536,144.72
-41.514,144.725
-41.494,144.706
-41.475,144.687
-41.457,144.668
-41.437,144.658
-41.417,144.664
-41.4,144.688
-41.386,144.721
-41.373,144.753
-41.362,144.786
-41.346,144.818
-41.316,144.854
-41.266,144.893
-41.205,144.938
-41.141,144.986
-41.078,145.039
-41.021,145.084
-40.977,145.108
-40.947,145.104
-40.924,145.084
-40.901,145.066
-40.877,145.051
-40.857,145.027
-40.845,144.987
-40.84,144.932
-40.838,144.87
-40.838,144.808
-40.839,144.746
-40.85,144.693
-40.88,144.661
-40.929,144.654
-40.992,144.664
-41.06,144.68
-41.127,144.701
-41.179,144.729
-41.207,144.755
-41.211,144.779
-41.204,144.802
-41.197,144.825
-41.189,144.849
-41.175,144.869
-41.146,144.879
-41.104,144.878
-41.056,144.87
-41.008,144.862
-40.959,144.856
-40.919,144.85
-40.895,144.841
-40.887,144.829
-40.886,144.815
-40.885,144.801
-40.885,144.787
-40.869,144.783
-40.825,144.798
-40.757,144.832
-40.68,144.876
-40.605,144.924
-40.531,144.973
-40.468,145.02
-40.422,145.057
-40.394,145.084
-40.373,145.106
-40.354,145.129
-40.335,145.151
-40.321,145.17
-40.311,145.184
-40.301,145.193
-40.291,145.199
-40.281,145.205
-40.271,145.211
-40.263,145.214
-40.262,145.214
-40.266,145.213
-40.273,145.212
-40.28,145.211
-40.287,145.21
-40.289,145.212
-40.28,145.218
-40.259,145.223
-40.232,145.227
-40.204,145.229
-40.177,145.23
-40.157,145.218
-40.149,145.182
-40.155,145.124
-40.169,145.056
-40.183,144.986
-40.197,144.916
-40.223,144.84
-40.271,144.758
-40.344,144.671
-40.431,144.584
-40.521,144.499
-40.613,144.415
-40.707,144.346
-40.803,144.302
-40.898,144.285
-40.993,144.284
-41.088,144.282
-41.186,144.28
-41.267,144.288
-41.31,144.312
-41.313,144.344
-41.294,144.378
-41.276,144.411
-41.26,144.444
-41.245,144.472
-41.232,144.49
-41.221,144.496
-41.209,144.495
-41.197,144.494
-41.185,144.494
-41.169,144.492
-41.144,144.49
-41.11,144.486
-41.074,144.483
-41.037,144.48
-41.0,144.478
-40.97,144.467
-40.954,144.44
-40.95,144.4
-40.953,144.354
-40.956,144.309
-40.958,144.264
-40.954,144.225
-40.935,144.193
-40.902,144.164
-40.859,144.133
-40.817,144.103
-40.775,144.073
-40.736,144.03
-40.706,143.966
-40.691,143.887
-40.687,143.804
-40.685,143.721
-40.684,143.639
-40.69,143.573
-40.707,143.534
-40.737,143.521
-40.772,143.521
-40.809,143.521
-40.847,143.521
-40.885,143.522
-40.918,143.529
-40.94,143.539
-40.952,143.55
-40.965,143.562
-40.978,143.574
-40.981,143.59
-40.963,143.605
-40.927,143.612
-40.885,143.615
-40.843,143.619
-40.802,143.625
-40.768,143.615
-40.751,143.583
-40.755,143.536
-40.774,143.484
-40.793,143.433
-40.815,143.381
-40.843,143.346
-40.88,143.345
-40.922,143.38
-40.964,143.434
-41.006,143.487
-41.049,143.541
-41.09,143.592
-41.124,143.642
-41.156,143.686
-41.187,143.727
-41.218,143.768
-41.248,143.809
-41.274,143.855
-41.288,143.904
-41.287,143.951
-41.277,143.995
-41.267,144.041
-41.256,144.087
-41.246,144.125
-41.237,144.147
-41.23,144.155
-41.225,144.157
-41.219,144.159
-41.214,144.16
-41.207,144.163
-41.196,144.167
-41.18,144.172
-41.16,144.178
-41.141,144.183
-41.122,144.189
-41.107,144.186
-41.102,144.165
-41.108,144.127
-41.121,144.082
-41.135,144.037
-41.148,143.991
-41.154,143.964
-41.146,143.97
-41.121,144.009
-41.088,144.063
-41.055,144.117
-41.023,144.172
-40.999,144.218
-40.992,144.246
-41.004,144.258
-41.027,144.262
-41.049,144.266
-41.071,144.27
-41.088,144.277
-41.092,144.29
-41.082,144.307
-41.064,144.326
-41.047,144.346
-41.03,144.366
-41.022,144.374
-41.032,144.365
-41.062,144.342
-41.104,144.316
-41.146,144.291
-41.188,144.267
-41.22,144.258
-41.231,144.274
-41.219,144.313
-41.195,144.361
-41.172,144.409
-41.15,144.456
-41.13,144.498
-41.118,144.529
-41.113,144.55
-41.112,144.566
-41.11,144.583
-41.109,144.599
-41.104,144.618
-41.088,144.639
-41.062,144.663
-41.031,144.687
-41.0,144.711
-40.969,144.735
-40.941,144.752
-40.923,144.755
-40.916,144.744
-40.916,144.726
-40.916,144.707
-40.916,144.689
-40.917,144.668
-40.921,144.643
-40.926,144.614
-40.931,144.585
-40.935,144.556
-40.939,144.527
-40.942,144.5
-40.944,144.478
-40.943,144.461
-40.938,144.446
-40.934,144.431
-40.928,144.416
-40.92,144.4
-40.907,144.384
-40.893,144.366
-40.879,144.346
-40.865,144.326
-40.852,144.306
-40.841,144.285
-40.836,144.261
-40.836,144.235
-40.84,144.207
-40.844,144.179
-40.848,144.151
-40.848,144.126
-40.836,144.108
-40.81,144.097
-40.775,144.089
-40.74,144.081
-40.706,144.073
-40.672,144.057
-40.642,144.026
-40.62,143.982
-40.605,143.933
-40.591,143.884
-40.579,143.836
-40.563,143.795
-40.536,143.773
-40.494,143.769
-40.442,143.773
-40.389,143.777
-40.335,143.78
-40.29,143.77
-40.265,143.735
-40.264,143.672
-40.276,143.597
-40.287,143.522
-40.296,143.447
-40.301,143.392
-40.296,143.376
-40.277,143.401
-40.253,143.448
-40.229,143.496
-40.206,143.545
-40.182,143.588
-40.157,143.626
-40.133,143.657
-40.109,143.681
-40.085,143.704
-40.061,143.728
-40.035,143.759
-39.999,143.8
-39.95,143.854
-39.894,143.911
-39.838,143.967
-39.782,144.022
-39.727,144.059
-39.686,144.065
-39.666,144.038
-39.659,143.995
-39.653,143.951
-39.647,143.906
-39.654,143.842
-39.685,143.738
-39.744,143.597
-39.825,143.451
-39.918,143.31
-40.026,143.175
-40.164,143.082
-40.333,143.056
-40.507,143.086
-40.668,143.141
-40.822,143.198
-40.968,143.259
-41.077,143.297
-41.121,143.293
-41.11,143.256
-41.078,143.211
-41.046,143.169
-41.013,143.129
-40.989,143.094
-40.99,143.073
-41.02,143.069
-41.068,143.074
-41.117,143.081
-41.166,143.089
-41.209,143.121
-41.234,143.187
-41.235,143.278
-41.224,143.38
-41.213,143.481
-41.202,143.586
-41.19,143.68
-41.178,143.746
-41.164,143.785
-41.149,143.811
-41.134,143.838
-41.12,143.864
-41.104,143.889
-41.084,143.91
-41.059,143.926
-41.031,143.94
-41.004,143.954
-40.977,143.968
-40.955,143.974
-40.945,143.969
-40.946,143.957
-40.954,143.942
-40.961,143.928
-40.968,143.914
-40.969,143.915
-40.956,143.938
-40.929,143.98
-40.896,144.032
-40.862,144.085
-40.829,144.139
-40.798,144.178
-40.772,144.185
-40.75,144.164
-40.731,144.13
-40.712,144.096
-40.693,144.063
-40.671,144.045
-40.644,144.055
-40.609,144.09
-40.57,144.138
-40.531,144.185
-40.492,144.232
-40.457,144.275
-40.432,144.31
-40.417,144.34
-40.408,144.367
-40.399,144.395
-40.39,144.422
-40.377,144.462
-40.354,144.522
-40.322,144.598
-40.285,144.682
-40.249,144.765
-40.213,144.848
-40.177,144.914
-40.136,144.943
-40.089,144.934
-40.037,144.904
-39.985,144.871
-39.932,144.834
-39.874,144.769
-39.813,144.654
-39.755,144.5
-39.707,144.336
-39.661,144.175
-39.62,144.018
-39.615,143.87
-39.683,143.735
-39.832,143.61
-40.02,143.5
-40.209,143.408
-40.396,143.326
-40.555,143.283
-40.648,143.293
-40.667,143.344
-40.65,143.41
-40.632,143.478
-40.615,143.547
-40.604,143.602
-40.612,143.635
-40.648,143.653
-40.7,143.665
-40.754,143.675
-40.808,143.683
-40.863,143.694
-40.91,143.704
-40.942,143.711
-40.962,143.713
-40.982,143.716
-41.001,143.718
-41.016,143.705
-41.023,143.671
-41.023,143.628
-41.022,143.586
-41.021,143.544
-41.02,143.503
-41.022,143.486
-41.029,143.506
-41.04,143.555
-41.051,143.616
-41.061,143.679
-41.071,143.741
-41.074,143.791
-41.062,143.819
-41.034,143.825
-40.997,143.822
-40.96,143.82
-40.922,143.818
-40.888,143.812
-40.86,143.804
-40.84,143.796
-40.823,143.789
-40.806,143.783
-40.79,143.777
-40.778,143.773
-40.775,143.771
-40.782,143.773
-40.792,143.775
-40.803,143.778
-40.813,143.78
-40.814,143.787
-40.797,143.799
-40.761,143.813
-40.716,143.827
-40.672,143.842
-40.629,143.858
-40.588,143.864
-40.554,143.851
-40.529,143.817
-40.509,143.774
-40.49,143.73
-40.47,143.686
-40.454,143.642
-40.445,143.609
-40.444,143.591
-40.448,143.583
-40.453,143.576
-40.457,143.568
-40.464,143.563
-40.476,143.559
-40.494,143.553
-40.515,143.546
-40.536,143.541
-40.558,143.537
-40.578,143.543
-40.591,143.563
-40.594,143.595
-40.592,143.633
-40.59,143.672
-40.588,143.712
-40.583,143.735
-40.57,143.728
-40.549,143.693
-40.525,143.644
-40.501,143.596
-40.479,143.549
-40.458,143.509
-40.441,143.483
-40.426,143.475
-40.411,143.476
-40.397,143.477
-40.383,143.478
-40.369,143.466
-40.36,143.43
-40.356,143.372
-40.355,143.303
-40.355,143.236
-40.354,143.169
-40.354,143.119
-40.353,143.095
-40.35,143.095
-40.347,143.105
-40.343,143.116
-40.34,143.126
-40.338,143.129
-40.34,143.12
-40.347,143.098
-40.357,143.068
-40.367,143.039
-40.375,142.998
-40.39,142.96
-40.412,142.914
-40.442,142.865
-40.475,142.82
-40.51,142.775
-40.546,142.732
-40.582,142.705
-40.618,142.702
-40.655,142.71
-40.691,142.723
-40.727,142.736
-40.762,142.752
-40.798,142.774
-40.832,142.808
-40.862,142.863
-40.892,142.923
-40.922,142.979
-40.952,143.037
-40.989,143.086
-41.04,143.123
-41.104,143.151
-41.177,143.174
-41.25,143.196
-41.324,143.219
-41.384,143.253
-41.413,143.306
-41.406,143.376
-41.381,143.452
-41.356,143.529
-41.331,143.608
-41.305,143.682
-41.281,143.738
-41.257,143.775
-41.232,143.803
-41.208,143.83
-41.184,143.858
-41.157,143.887
-41.128,143.915
-41.099,143.942
-41.072,143.966
-41.044,143.992
-41.016,144.018
-40.996,144.039
-40.993,144.049
-41.009,144.049
-41.033,144.046
-41.057,144.041
-41.081,144.037
-41.105,144.041
-41.13,144.063
-41.155,144.104
-41.182,144.155
-41.208,144.205
-41.235,144.254
-41.255,144.299
-41.26,144.336
-41.25,144.363
-41.232,144.384
-41.214,144.405
-41.196,144.425
-41.182,144.447
-41.173,144.47
-41.167,144.49
-41.164,144.51
-41.161,144.53
-41.159,144.55
-41.157,144.567
-41.157,144.58
-41.159,144.589
-41.164,144.597
-41.168,144.604
-41.172,144.612
-41.169,144.622
-41.15,144.638
-41.114,144.66
-41.071,144.685
-41.027,144.71
-40.983,144.734
-40.947,144.749
-40.93,144.746
-40.933,144.725
-40.945,144.695
-40.959,144.666
-40.973,144.637
-40.976,144.622
-40.953,144.634
-40.908,144.675
-40.855,144.73
-40.803,144.787
-40.753,144.844
-40.705,144.89
-40.66,144.912
-40.615,144.91
-40.57,144.897
-40.527,144.883
-40.484,144.871
-40.448,144.863
-40.425,144.864
-40.414,144.872
-40.409,144.884
-40.404,144.897
-40.399,144.909
-40.4,144.908
-40.413,144.881
-40.439,144.826
-40.471,144.759
-40.504,144.692
-40.537,144.625
-40.563,144.568
-40.572,144.53
-40.565,144.51
-40.548,144.499
-40.531,144.489
-40.513,144.478
-40.499,144.46
-40.493,144.426
-40.494,144.377
-40.498,144.32
-40.503,144.263
-40.508,144.205
-40.509,144.154
-40.502,144.114
-40.489,144.085
-40.472,144.059
-40.456,144.034
-40.439,144.009
-40.43,143.974
-40.438,143.917
-40.464,143.836
-40.499,143.741
-40.533,143.645
-40.567,143.55
-40.597,143.472
-40.627,143.434
-40.661,143.444
-40.7,143.481
-40.74,143.517
-40.782,143.553
-40.835,143.599
-40.901,143.666
-40.969,143.749
-41.029,143.833
-41.086,143.916
-41.142,143.998
-41.185,144.07
-41.211,144.121
-41.224,144.152
-41.232,144.172
-41.24,144.191
-41.248,144.211
-41.259,144.232
-41.274,144.258
-41.292,144.289
-41.313,144.323
-41.333,144.356
-41.354,144.388
-41.372,144.42
-41.38,144.451
-41.378,144.48
-41.371,144.508
-41.364,144.535
-41.358,144.563
-41.355,144.593
-41.362,144.628
-41.376,144.669
-41.395,144.714
-41.413,144.759
-41.432,144.805
-41.437,144.852
-41.416,144.897
-41.368,144.937
-41.306,144.973
-41.242,145.01
-41.178,145.047
-41.117,145.077
-41.066,145.096
-41.025,145.104
-40.989,145.108
-40.953,145.114
-40.915,145.124
-40.871,145.14
-40.818,145.164
-40.762,145.195
-40.705,145.229
-40.648,145.262
-40.591,145.294
-40.534,145.328
-40.477,145.362
-40.424,145.395
-40.373,145.429
-40.323,145.462
-40.274,145.495
-40.232,145.515
-40.202,145.513
-40.18,145.489
-40.162,145.453
-40.143,145.416
-40.125,145.376
-40.114,145.322
-40.117,145.251
-40.131,145.166
-40.153,145.075
-40.174,144.98
-40.194,144.881
-40.216,144.791
-40.238,144.721
-40.256,144.67
-40.272,144.628
-40.289,144.585
-40.306,144.541
-40.327,144.497
-40.354,144.457
-40.388,144.423
-40.425,144.395
-40.461,144.368
-40.498,144.344
-40.528,144.335
-40.543,144.351
-40.541,144.385
-40.53,144.427
-40.518,144.468
-40.505,144.509
-40.492,144.541
-40.48,144.557
-40.471,144.558
-40.464,144.553
-40.457,144.549
-40.45,144.545
-40.446,144.549
-40.446,144.572
-40.451,144.612
-40.458,144.662
-40.463,144.713
-40.469,144.765
-40.47,144.811
-40.463,144.843
-40.446,144.857
-40.424,144.861
-40.401,144.865
-40.378,144.868
-40.356,144.869
-40.338,144.864
-40.324,144.852
-40.311,144.835
-40.297,144.818
-40.284,144.801
-40.273,144.781
-40.27,144.759
-40.277,144.74
-40.29,144.724
-40.303,144.708
-40.315,144.692
-40.319,144.691
-40.306,144.721
-40.272,144.783
-40.228,144.863
-40.185,144.946
-40.142,145.032
-40.094,145.095
-40.037,145.105
-39.977,145.055
-39.917,144.969
-39.856,144.877
-39.796,144.781
-39.768,144.664
-39.805,144.52
-39.905,144.36
-40.046,144.202
-40.198,144.052
-40.368,143.902
-40.545,143.799
-40.708,143.793
-40.848,143.881
-40.98,144.019
-41.119,144.161
-41.262,144.294
-41.387,144.409
-41.467,144.486
-41.494,144.52
-41.493,144.532
-41.492,144.544
-41.492,144.555
-41.488,144.56
-41.479,144.553
-41.467,144.532
-41.455,144.505
-41.442,144.478
-41.43,144.451
-41.414,144.425
-41.392,144.4
-41.366,144.375
-41.34,144.347
-41.314,144.321
-41.289,144.294
-41.27,144.259
-41.263,144.208
-41.269,144.15
-41.281,144.094
-41.293,144.039
-41.305,143.985
-41.31,143.947
-41.307,143.929
-41.297,143.926
-41.286,143.93
-41.275,143.933
-41.263,143.936
-41.254,143.945
-41.253,143.972
-41.256,144.028
-41.259,144.099
-41.262,144.169
-41.266,144.237
-41.265,144.3
-41.253,144.345
-41.228,144.369
-41.196,144.38
-41.165,144.392
-41.134,144.405
-41.109,144.405
-41.097,144.382
-41.101,144.339
-41.117,144.288
-41.135,144.239
-41.154,144.191
-41.17,144.164
-41.174,144.173
-41.162,144.215
-41.143,144.272
-41.126,144.329
-41.111,144.387
-41.098,144.438
-41.088,144.48
-41.081,144.513
-41.077,144.541
-41.073,144.57
-41.069,144.598
-41.058,144.621
-41.031,144.631
-40.987,144.63
-40.935,144.621
-40.884,144.612
-40.833,144.603
-40.79,144.588
-40.762,144.56
-40.751,144.52
-40.749,144.473
-40.749,144.425
-40.749,144.378
-40.746,144.345
-40.734,144.343
-40.711,144.371
-40.682,144.414
-40.654,144.457
-40.626,144.5
-40.596,144.537
-40.56,144.559
-40.521,144.565
-40.48,144.562
-40.439,144.56
-40.399,144.557
-40.365,144.557
-40.341,144.564
-40.326,144.577
-40.315,144.593
-40.304,144.608
-40.293,144.624
-40.279,144.632
-40.263,144.628
-40.247,144.612
-40.234,144.593
-40.222,144.573
-40.21,144.554
-40.198,144.541
-40.183,144.54
-40.162,144.55
-40.135,144.566
-40.108,144.582
-40.079,144.598
-40.053,144.603
-40.033,144.585
-40.021,144.54
-40.013,144.482
-40.005,144.424
-39.997,144.367
-39.989,144.317
-39.981,144.285
-39.971,144.274
-39.96,144.273
-39.95,144.272
-39.939,144.271
-39.93,144.277
-39.928,144.296
-39.936,144.331
-39.949,144.375
-39.963,144.419
-39.976,144.462
-39.983,144.509
-39.974,144.561
-39.946,144.617
-39.907,144.674
-39.866,144.731
-39.825,144.789
-39.783,144.831
-39.744,144.84
-39.71,144.814
-39.679,144.774
-39.649,144.734
-39.618,144.696
-39.586,144.659
-39.548,144.622
-39.504,144.585
-39.457,144.547
-39.412,144.509
-39.367,144.471
-39.337,144.432
-39.335,144.393
-39.361,144.361
-39.4,144.333
-39.44,144.302
-39.48,144.267
-39.528,144.234
-39.586,144.202
-39.661,144.168
-39.744,144.131
-39.83,144.095
-39.921,144.06
-40.02,144.026
-40.128,144.008
-40.24,144.009
-40.352,144.022
-40.462,144.038
-40.571,144.054
-40.662,144.079
-40.721,144.109
-40.748,144.138
-40.761,144.165
-40.773,144.193
-40.786,144.22
-40.793,144.246
-40.789,144.271
-40.774,144.294
-40.754,144.316
-40.735,144.338
-40.716,144.359
-40.691,144.387
-40.653,144.43
-40.602,144.492
-40.545,144.566
-40.491,144.644
-40.44,144.726
-40.391,144.809
-40.339,144.885
-40.282,144.947
-40.218,144.996
-40.152,145.043
-40.085,145.086
-40.013,145.09
-39.949,145.021
-39.897,144.891
-39.852,144.736
-39.803,144.579
-39.749,144.42
-39.713,144.287
-39.706,144.202
-39.724,144.158
-39.756,144.132
-39.789,144.106
-39.824,144.078
-39.859,144.036
-39.899,143.983
-39.947,143.933
-39.999,143.892
-40.052,143.856
-40.105,143.823
-40.143,143.816
-40.147,143.846
-40.114,143.907
-40.061,143.979
-40.008,144.051
-39.956,144.126
-39.912,144.19
-39.882,144.23
-39.869,144.245
-39.864,144.247
-39.859,144.249
-39.854,144.251
-39.852,144.247
-39.859,144.231
-39.878,144.204
-39.904,144.173
-39.929,144.141
-39.955,144.108
-39.976,144.105
-39.979,144.159
-39.954,144.273
-39.908,144.409
-39.857,144.537
-39.802,144.657
-39.742,144.751
-39.684,144.795
-39.635,144.783
-39.588,144.739
-39.54,144.689
-39.491,144.633
-39.492,144.515
-39.597,144.287
-39.825,143.967
-40.136,143.628
-40.45,143.329
-40.79,143.054
-41.128,142.857
-41.336,142.796
-41.388,142.834
-41.371,142.916
-41.359,143.004
-41.346,143.097
-41.315,143.176
-41.252,143.222
-41.165,143.226
-41.067,143.222
-40.968,143.221
-40.871,143.225
-40.767,143.215
-40.656,143.176
-40.546,143.107
-40.441,143.026
-40.336,142.95
-40.232,142.878
-40.134,142.833
-40.045,142.84
-39.962,142.894
-39.882,142.968
-39.806,143.045
-39.731,143.123
-39.662,143.197
-39.605,143.253
-39.559,143.289
-39.521,143.319
-39.485,143.351
-39.449,143.384
-39.415,143.412
-39.384,143.426
-39.357,143.426
-39.333,143.419
-39.308,143.413
-39.284,143.407
-39.269,143.398
-39.264,143.388
-39.259,143.376
-39.253,143.363
-39.247,143.348
-39.242,143.334
-39.24,143.283
-39.308,143.218
-39.436,143.134
-39.596,143.047
-39.764,142.965
-39.931,142.888
-40.083,142.822
-40.202,142.752
-40.281,142.674
-40.338,142.595
-40.392,142.522
-40.444,142.455
-40.479,142.43
-40.502,142.467
-40.523,142.556
-40.545,142.675
-40.565,142.792
-40.581,142.915
-40.602,143.001
-40.626,143.028
-40.646,143.007
-40.661,142.969
-40.674,142.933
-40.687,142.897
-40.689,142.885
-40.672,142.912
-40.631,142.97
-40.579,143.042
-40.527,143.115
-40.477,143.188
-40.422,143.236
-40.356,143.244
-40.281,143.218
-40.204,143.18
-40.127,143.144
-40.05,143.11
-39.978,143.1
-39.914,143.126
-39.858,143.179
-39.806,143.244
-39.754,143.31
-39.701,143.375
-39.656,143.426
-39.63,143.453
-39.625,143.463
-39.63,143.468
-39.635,143.474
-39.64,143.48
-39.64,143.502
-39.628,143.549
-39.605,143.614
-39.577,143.684
-39.551,143.753
-39.524,143.821
-39.501,143.871
-39.488,143.885
-39.49,143.865
-39.501,143.832
-39.513,143.798
-39.526,143.763
-39.541,143.732
-39.553,143.707
-39.554,143.69
-39.549,143.678
-39.543,143.665
-39.539,143.651
-39.546,143.619
-39.587,143.554
-39.681,143.463
-39.801,143.374
-39.926,143.294
-40.056,143.226
-40.177,143.199
-40.265,143.224
-40.314,143.288
-40.341,143.365
-40.371,143.442
-40.403,143.519
-40.43,143.584
-40.45,143.63
-40.469,143.654
-40.49,143.669
-40.511,143.685
-40.532,143.703
-40.545,143.726
-40.538,143.761
-40.509,143.812
-40.467,143.871
-40.426,143.931
-40.386,143.993
-40.354,144.061
-40.34,144.138
-40.347,144.223
-40.365,144.31
-40.381,144.395
-40.397,144.476
-40.411,144.552
-40.421,144.618
-40.425,144.674
-40.425,144.725
-40.424,144.775
-40.423,144.826
-40.422,144.861
-40.424,144.866
-40.433,144.841
-40.445,144.801
-40.457,144.761
-40.47,144.721
-40.479,144.697
-40.48,144.707
-40.471,144.754
-40.456,144.821
-40.441,144.889
-40.425,144.957
-40.407,145.021
-40.381,145.068
-40.348,145.091
-40.312,145.1
-40.277,145.107
-40.241,145.113
-40.209,145.119
-40.192,145.132
-40.194,145.157
-40.205,145.192
-40.217,145.227
-40.231,145.262
-40.257,145.291
-40.303,145.304
-40.363,145.301
-40.427,145.29
-40.493,145.279
-40.56,145.267
-40.596,145.277
-40.575,145.324
-40.507,145.401
-40.426,145.487
-40.35,145.571
-40.279,145.651
-40.225,145.71
-40.2,145.731
-40.197,145.718
-40.204,145.69
-40.21,145.661
-40.215,145.633
-40.216,145.6
-40.204,145.566
-40.171,145.536
-40.125,145.509
-40.078,145.48
-40.03,145.451
-39.965,145.39
-39.879,145.258
-39.798,145.039
-39.742,144.764
-39.698,144.473
-39.665,144.173
-39.657,143.91
-39.672,143.766
-39.697,143.772
-39.725,143.851
-39.755,143.923
-39.786,143.984
-39.844,144.003
-39.959,143.927
-40.129,143.728
-40.299,143.468
-40.447,143.214
-40.572,142.957
-40.698,142.74
-40.841,142.607
-41.001,142.562
-41.158,142.57
-41.316,142.576
-41.479,142.576
-41.577,142.6
-41.556,142.627
-41.441,142.631
-41.293,142.606
-41.142,142.567
-40.989,142.51
-40.887,142.454
-40.871,142.437
